China,80261,2945
South Korea,4335,28
Italy,2036,52
Iran,1501,66
Cruise Ship(Diamond Princess),705,6
Japan,274,6
France,191,3
Germany,165,0
Spain,120,0
Singapore,108,0
US,99,6
Kuwait,56,0
Bahrain,49,0
Thailand,43,1
Taiwan,40,1
United Kingdom,40,0
Australia,30,1
Malaysia,29,0
Canada,27,0
Iraq,26,0
Norway,25,0
Switzerland,24,0
United Arab Emirates,21,0
Austria,18,0
Netherlands,18,0
Vietnam,16,0
Sweden,15,0
Lebanon,13,0
Israel,10,0
Belgium,8,0
Croatia,8,0
San Marino,8,1
Greece,7,0
Qatar,7,0
Ecuador,6,0
Finland,6,0
Iceland,6,0
Oman,6,0
India,5,0
Mexico,5,0
Denmark,4,0
Pakistan,4,0
Algeria,3,0
Azerbaijan,3,0
Czechia,3,0
Georgia,3,0
Philippines,3,1
Romania,3,0
Russia,3,0
Brazil,2,0
Egypt,2,0
Indonesia,2,0
Portugal,2,0
Afghanistan,1,0
Andorra,1,0
Armenia,1,0
Belarus,1,0
Cambodia,1,0
Dominican Republic,1,0
Estonia,1,0
Ireland,1,0
Jordan,1,0
Latvia,1,0
Lithuania,1,0
Luxembourg,1,0
Monaco,1,0
Morocco,1,0
Nepal,1,0
New Zealand,1,0
Nigeria,1,0
North Macedonia,1,0
Saudi Arabia,1,0
Senegal,1,0
Sri Lanka,1,0
Tunisia,1,0
