China,81058,3230
Italy,31506,2503
Iran,16169,988
Spain,11748,533
Germany,9257,24
South Korea,8320,81
France,7683,148
US,6421,108
Switzerland,2700,27
United Kingdom,1960,56
Netherlands,1708,43
Norway,1463,3
Austria,1332,3
Belgium,1243,10
Sweden,1190,7
Denmark,1024,4
Japan,878,29
Cruise Ship(Diamond Princess),696,7
Malaysia,673,2
Canada,478,5
Australia,452,5
Portugal,448,1
Qatar,439,0
Czechia,396,0
Greece,387,5
Israel,337,0
Finland,321,0
Brazil,321,1
Slovenia,275,1
Singapore,266,0
Poland,238,5
Pakistan,236,0
Bahrain,228,1
Estonia,225,0
Ireland,223,2
Iceland,220,1
Chile,201,0
Egypt,196,4
Philippines,187,12
Romania,184,0
Thailand,177,1
Indonesia,172,5
Saudi Arabia,171,0
Iraq,154,11
India,142,3
Luxembourg,140,1
Kuwait,130,0
Lebanon,120,3
Peru,117,0
Russia,114,0
San Marino,109,7
United Arab Emirates,98,0
Mexico,82,0
Armenia,78,0
Taiwan,77,1
Slovakia,72,0
Panama,69,1
Argentina,68,2
Bulgaria,67,2
Vietnam,66,0
Colombia,65,0
Croatia,65,0
Serbia,65,0
South Africa,62,0
Algeria,60,4
Ecuador,58,2
Brunei,56,0
Albania,55,1
Hungary,50,1
Latvia,49,0
Turkey,47,1
Cyprus,46,0
Sri Lanka,44,0
Costa Rica,41,0
Andorra,39,0
Malta,38,0
Morocco,38,2
Belarus,36,0
Jordan,34,0
Georgia,34,0
Venezuela,33,0
Cambodia,33,0
Kazakhstan,33,0
Moldova,30,0
Uruguay,29,0
Azerbaijan,28,1
Bosnia and Herzegovina,26,0
North Macedonia,26,0
Senegal,26,0
Lithuania,25,0
Oman,24,0
Tunisia,24,0
Afghanistan,22,0
Dominican Republic,21,1
Guadeloupe,18,0
Martinique,16,1
Burkina Faso,15,0
Ukraine,14,2
Maldives,13,0
Jamaica,12,0
New Zealand,12,0
Bolivia,11,0
French Guiana,11,0
Bangladesh,10,0
Cameroon,10,0
Uzbekistan,10,0
Paraguay,9,0
Reunion,9,0
Honduras,8,0
Ghana,7,0
Liechtenstein,7,0
Monaco,7,0
Rwanda,7,0
Guyana,7,1
Guatemala,6,1
Mongolia,5,0
Trinidad and Tobago,5,0
Ethiopia,5,0
Cote d'Ivoire,5,0
Cuba,5,0
Seychelles,4,0
Aruba,3,0
Congo (Kinshasa),3,0
Guam,3,0
Kenya,3,0
Nigeria,3,0
Saint Lucia,2,0
Namibia,2,0
Montenegro,2,0
Kosovo,2,0
Barbados,2,0
Mauritania,1,0
Togo,1,0
The Gambia,1,0
The Bahamas,1,0
Tanzania,1,0
Suriname,1,0
Somalia,1,0
Saint Vincent and the Grenadines,1,0
Nepal,1,0
Mayotte,1,0
Gabon,1,0
Liberia,1,0
Congo (Brazzaville),1,0
Antigua and Barbuda,1,0
Benin,1,0
Bhutan,1,0
Holy See,1,0
Central African Republic,1,0
Equatorial Guinea,1,0
Eswatini,1,0
Greenland,1,0
Guinea,1,0
Sudan,1,1
